[2999.149633]
[3021.95095794]
[3025.75293186]
[2998.63420306]
[3016.45944145]
[3016.6611501]
[3038.76945476]
[3005.22023357]
[3004.9232944]
[3002.95160692]
[3021.21518552]
[3011.65072596]
[3005.36163462]
[3027.04915453]
[2996.47666858]
[3032.33896237]
[3016.45944145]
[3003.09300797]
[3025.01715944]
[3005.22023357]
[3025.01715944]
[3002.21583449]
[3011.50932491]
[3016.45944145]
[3013.48101239]
[3015.58226798]
[3023.04547195]
[3019.58595055]
[2990.0461762]
[3022.97621146]
[3016.45944145]
[3014.48775396]
[3020.15765938]
[3025.01715944]
[2996.66251558]
[3014.62915501]
[2999.49208551]
[3038.76945476]
[3030.50867593]
[3001.12132048]
[3004.983602]
[3024.87575839]
[2995.48840294]
[3016.45944145]
[3033.13653721]
[3004.04612093]
[3012.2958819]
[2996.66251558]
[3017.34329391]
[3004.04612093]
[2993.6581165]
[3023.04547195]
[3013.48101239]
[3025.01715944]
[3007.02454999]
[3002.95160692]
[3022.74853279]
[3014.48775396]
[2995.53918751]
[3006.95528949]
[3025.01715944]
[3020.94421637]
[2995.48840294]
[3032.48036342]
[3006.01780841]
[3011.50932491]
[3018.97252888]
[3018.49143654]
[3013.48101239]
[3030.50867593]
[2994.69082809]
[3040.59974119]
[3007.3936297]
[3017.55395546]
[3009.53763742]
[3033.33824587]
[3009.67903847]
[3011.50932491]
[3002.70714613]
[3011.50932491]
[3006.07811602]
[3026.84744587]
[3011.50932491]
[3015.58226798]
[3002.21583449]
[3016.51974905]
[3016.51974905]
[3038.62805371]
[3018.49143654]
[2995.48840294]
[3016.51974905]
[3013.48101239]
[3012.65746753]
[3023.04547195]
[3032.48036342]
[2991.82783007]
[3016.45944145]
[2995.48840294]
[3029.06359414]
[3002.07443344]
[3014.48775396]
[3011.50932491]
[2997.46009042]
[3002.95160692]
[3038.62805371]
[3001.37315652]
[2995.62980399]
[3015.72366903]
[3013.48101239]
[3016.36882497]
[3011.50932491]
[3011.50932491]
[3016.45944145]
[2995.48840294]
[3018.28972788]
[3000.51527407]
[3025.01715944]
[2995.48840294]
[3011.50932491]
[2993.6581165]
[3011.50932491]
[3032.48036342]
[2995.48840294]
[3007.02454999]
[3009.88008994]
[3006.75358084]
[3002.07443344]
[3023.04547195]
[3008.0498035]
[3017.79841625]
[3023.24718061]
[3002.95160692]
[3011.50932491]
[3003.22257607]
[3025.01715944]
[3000.04243836]
[3011.50932491]
[3036.79776727]
[3011.50932491]
[3006.01780841]
[3011.50932491]
[3011.50932491]
[3029.33456329]
[3002.21583449]
[3002.95160692]
[3004.04612093]
[3002.95160692]
[3016.45944145]
[3004.04612093]
[3001.12132048]
[3022.60713174]
[3004.04612093]
[3011.50932491]
[3017.61426306]
[3018.97252888]
[3032.54067102]
[2999.49208551]
[3015.82672876]
[3015.51300748]
[2993.6581165]
[3013.54131999]
[3013.48101239]
[3002.21583449]
[3027.36287581]
[2997.46009042]
[3011.50932491]
[3014.48775396]
[3004.04612093]
[3017.79841625]
[3002.07443344]
[3011.50932491]
[3018.97252888]
[3011.50932491]
[3029.33456329]
[3017.61426306]
[3002.07443344]
[3013.48101239]
[3009.53763742]
[3021.95095794]
[3013.48101239]
[3008.36352478]
[3014.13718619]
[3002.21583449]
[3012.30689975]
[3011.50932491]
[3015.58226798]
[3004.78189335]
[3002.21583449]
[3017.79841625]
[3021.21518552]
[3011.50932491]
[3031.16484973]
[3002.07443344]
[3031.16484973]
[2997.52039803]
[3029.33456329]
[3006.07811602]
[2995.48840294]
[3026.84744587]
[2993.6581165]
[3015.58226798]
[3031.16484973]
[3004.04612093]
[3015.58226798]
[3011.50932491]
[3009.67903847]
[3013.48101239]
[3004.04612093]
[2995.48840294]
[3019.83041133]
[2982.41890862]
[3019.62870268]
[3011.50932491]
[3019.62870268]
[3002.21583449]
[3013.33961134]
[3013.54131999]
[3017.79841625]
[3006.07811602]
[3004.04612093]
[3004.04612093]
[3023.04547195]
[3015.58226798]
[3029.33456329]
[3004.983602]
[3009.53763742]
[3011.50932491]
[3004.04612093]
[3039.8131842]
[3009.53763742]
[3002.07443344]
[3004.04612093]
[3004.04612093]
[3011.50932491]
[3004.04612093]
[3036.79776727]
[3004.04612093]
[3021.21518552]
[3017.79841625]
[3004.04612093]
[3004.04612093]
[3030.37829273]
[3013.48101239]
[3004.04612093]
[3017.79841625]
[3004.04612093]
[3009.53763742]
[3023.04547195]
[2995.48840294]
[3023.70164575]
[3000.24414701]
[3013.31364133]
[3005.87640736]
[3004.04612093]
[3009.67903847]
[3004.18752198]
[3009.53763742]
[3025.01715944]
[2993.6581165]
[3013.48101239]
[3002.07443344]
[3017.79841625]
[3024.47506323]
[2995.48840294]
[3029.33456329]
[2993.51671545]
[3019.77010373]
[2995.48840294]
[3020.01625833]
[3011.50932491]
[3002.07443344]
[3029.33456329]
[3013.33961134]
[3004.04612093]
[3011.36792386]
[3005.87640736]
[3008.0498035]
[3013.61058049]
[3011.50932491]
[3006.07811602]
[3005.87640736]
[3016.51974905]
[3011.50932491]
[3001.77749428]
[3004.04612093]
[3019.77010373]
[3000.24414701]
[3011.36792386]
[3002.07443344]
[3027.36287581]
[3039.8131842]
[3004.04612093]
[3000.97991943]
[3004.04612093]
[3004.04612093]
[3038.62805371]
[3010.33521227]
[3000.24414701]
[3010.33521227]
[3004.04612093]
[3010.72276791]
[3002.07443344]
[3038.62805371]
[3006.07811602]
[3002.07443344]
[3017.79841625]
[3004.04612093]
[3002.07443344]
[3015.82672876]
[2990.5382864]
[3004.04612093]
[3004.04612093]
[2992.50997388]
[3009.53763742]
[3019.89967183]
[3007.70735099]
[2995.48840294]
[3010.33521227]
[3004.04612093]
[2990.5382864]
[3011.50932491]
[3012.55305435]
[3004.04612093]
[3009.53763742]
[3006.01780841]
[3004.04612093]
[3015.82672876]
[3004.10642853]
[3011.50932491]
[3002.07443344]
[3008.36352478]
